Ora,Grado,Giorno,Mese,Anno,GradoFix,OraFix,OraFix2,OraFix3,OraFix4
"h:""00:50<br><span class=\""smaller soft\"">So, 1. Jan<\/span>""},","h:""13&nbsp;°C""},",01,01,2012,"['1', '3']",[],00:50,0,00:50:00
"h:""05:50""},","h:""12&nbsp;°C""},",08,06,2012,"['1', '2']",[],05:50,5,05:50:00
"h:""06:50""},","h:""12&nbsp;°C""},",08,06,2012,"['1', '2']",[],06:50,6,06:50:00
"h:""07:50""},","h:""12&nbsp;°C""},",08,06,2012,"['1', '2']",[],07:50,7,07:50:00
"h:""08:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],08:50,8,08:50:00
"h:""09:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],09:50,9,09:50:00
"h:""10:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],10:50,10,10:50:00
"h:""11:50""},","h:""14&nbsp;°C""},",08,06,2012,"['1', '4']",[],11:50,11,11:50:00
"h:""12:50""},","h:""14&nbsp;°C""},",08,06,2012,"['1', '4']",[],12:50,12,12:50:00
"h:""13:50""},","h:""15&nbsp;°C""},",08,06,2012,"['1', '5']",[],13:50,13,13:50:00
"h:""14:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],14:50,14,14:50:00
"h:""15:50""},","h:""14&nbsp;°C""},",08,06,2012,"['1', '4']",[],15:50,15,15:50:00
"h:""16:50""},","h:""15&nbsp;°C""},",08,06,2012,"['1', '5']",[],16:50,16,16:50:00
"h:""17:50""},","h:""15&nbsp;°C""},",08,06,2012,"['1', '5']",[],17:50,17,17:50:00
"h:""18:50""},","h:""14&nbsp;°C""},",08,06,2012,"['1', '4']",[],18:50,18,18:50:00
"h:""19:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],19:50,19,19:50:00
"h:""20:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],20:50,20,20:50:00
"h:""21:50""},","h:""13&nbsp;°C""},",08,06,2012,"['1', '3']",[],21:50,21,21:50:00
"h:""22:50""},","h:""12&nbsp;°C""},",08,06,2012,"['1', '2']",[],22:50,22,22:50:00
"h:""23:50""},","h:""12&nbsp;°C""},",08,06,2012,"['1', '2']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Sa, 9. Jun<\/span>""},","h:""12&nbsp;°C""},",09,06,2012,"['1', '2']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],02:50,2,02:50:00
"h:""03:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],03:50,3,03:50:00
"h:""04:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],04:50,4,04:50:00
"h:""05:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",09,06,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""13&nbsp;°C""},",09,06,2012,"['1', '3']",[],08:50,8,08:50:00
"h:""09:50""},","h:""14&nbsp;°C""},",09,06,2012,"['1', '4']",[],09:50,9,09:50:00
"h:""10:50""},","h:""14&nbsp;°C""},",09,06,2012,"['1', '4']",[],10:50,10,10:50:00
"h:""11:50""},","h:""15&nbsp;°C""},",09,06,2012,"['1', '5']",[],11:50,11,11:50:00
"h:""12:50""},","h:""16&nbsp;°C""},",09,06,2012,"['1', '6']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",09,06,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""17&nbsp;°C""},",09,06,2012,"['1', '7']",[],14:50,14,14:50:00
"h:""15:50""},","h:""17&nbsp;°C""},",09,06,2012,"['1', '7']",[],15:50,15,15:50:00
"h:""16:50""},","h:""18&nbsp;°C""},",09,06,2012,"['1', '8']",[],16:50,16,16:50:00
"h:""17:50""},","h:""18&nbsp;°C""},",09,06,2012,"['1', '8']",[],17:50,17,17:50:00
"h:""18:50""},","h:""17&nbsp;°C""},",09,06,2012,"['1', '7']",[],18:50,18,18:50:00
"h:""19:50""},","h:""17&nbsp;°C""},",09,06,2012,"['1', '7']",[],19:50,19,19:50:00
"h:""20:50""},","h:""15&nbsp;°C""},",09,06,2012,"['1', '5']",[],20:50,20,20:50:00
"h:""21:50""},","h:""13&nbsp;°C""},",09,06,2012,"['1', '3']",[],21:50,21,21:50:00
"h:""22:50""},","h:""12&nbsp;°C""},",09,06,2012,"['1', '2']",[],22:50,22,22:50:00
"h:""23:50""},","h:""12&nbsp;°C""},",09,06,2012,"['1', '2']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">So, 10. Jun<\/span>""},","h:""10&nbsp;°C""},",10,06,2012,"['1', '0']",[],00:50,0,00:50:00
"h:""01:50""},","h:""9&nbsp;°C""},",10,06,2012,['9'],[],01:50,1,01:50:00
"h:""02:50""},","h:""7&nbsp;°C""},",10,06,2012,['7'],[],02:50,2,02:50:00
"h:""03:50""},","h:""7&nbsp;°C""},",10,06,2012,['7'],[],03:50,3,03:50:00
"h:""04:50""},","h:""6&nbsp;°C""},",10,06,2012,['6'],[],04:50,4,04:50:00
"h:""05:50""},","h:""7&nbsp;°C""},",10,06,2012,['7'],[],05:50,5,05:50:00
"h:""06:50""},","h:""9&nbsp;°C""},",10,06,2012,['9'],[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",10,06,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""15&nbsp;°C""},",10,06,2012,"['1', '5']",[],08:50,8,08:50:00
"h:""09:50""},","h:""16&nbsp;°C""},",10,06,2012,"['1', '6']",[],09:50,9,09:50:00
"h:""10:50""},","h:""17&nbsp;°C""},",10,06,2012,"['1', '7']",[],10:50,10,10:50:00
"h:""11:50""},","h:""17&nbsp;°C""},",10,06,2012,"['1', '7']",[],11:50,11,11:50:00
"h:""12:50""},","h:""17&nbsp;°C""},",10,06,2012,"['1', '7']",[],12:50,12,12:50:00
"h:""13:50""},","h:""18&nbsp;°C""},",10,06,2012,"['1', '8']",[],13:50,13,13:50:00
"h:""14:50""},","h:""17&nbsp;°C""},",10,06,2012,"['1', '7']",[],14:50,14,14:50:00
"h:""15:50""},","h:""17&nbsp;°C""},",10,06,2012,"['1', '7']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",10,06,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""14&nbsp;°C""},",10,06,2012,"['1', '4']",[],17:50,17,17:50:00
"h:""18:50""},","h:""15&nbsp;°C""},",10,06,2012,"['1', '5']",[],18:50,18,18:50:00
"h:""19:50""},","h:""15&nbsp;°C""},",10,06,2012,"['1', '5']",[],19:50,19,19:50:00
"h:""20:50""},","h:""13&nbsp;°C""},",10,06,2012,"['1', '3']",[],20:50,20,20:50:00
"h:""21:50""},","h:""13&nbsp;°C""},",10,06,2012,"['1', '3']",[],21:50,21,21:50:00
"h:""22:50""},","h:""12&nbsp;°C""},",10,06,2012,"['1', '2']",[],22:50,22,22:50:00
"h:""23:50""},","h:""12&nbsp;°C""},",10,06,2012,"['1', '2']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Mo, 11. Jun<\/span>""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],00:50,0,00:50:00
"h:""01:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],01:50,1,01:50:00
"h:""02:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],02:50,2,02:50:00
"h:""03:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],03:50,3,03:50:00
"h:""04:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],04:50,4,04:50:00
"h:""05:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],05:50,5,05:50:00
"h:""06:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],06:50,6,06:50:00
"h:""07:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],07:50,7,07:50:00
"h:""08:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],08:50,8,08:50:00
"h:""09:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],09:50,9,09:50:00
"h:""10:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],10:50,10,10:50:00
"h:""11:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],11:50,11,11:50:00
"h:""12:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],12:50,12,12:50:00
"h:""13:04""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],13:04,13,13:04:00
"h:""13:50""},","h:""13&nbsp;°C""},",11,06,2012,"['1', '3']",[],13:50,13,13:50:00
"h:""14:50""},","h:""13&nbsp;°C""},",11,06,2012,"['1', '3']",[],14:50,14,14:50:00
"h:""15:50""},","h:""13&nbsp;°C""},",11,06,2012,"['1', '3']",[],15:50,15,15:50:00
"h:""16:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],16:50,16,16:50:00
"h:""17:50""},","h:""12&nbsp;°C""},",11,06,2012,"['1', '2']",[],17:50,17,17:50:00
"h:""18:50""},","h:""11&nbsp;°C""},",11,06,2012,"['1', '1']",[],18:50,18,18:50:00
"h:""19:50""},","h:""11&nbsp;°C""},",11,06,2012,"['1', '1']",[],19:50,19,19:50:00
"h:""20:50""},","h:""11&nbsp;°C""},",11,06,2012,"['1', '1']",[],20:50,20,20:50:00
"h:""21:50""},","h:""11&nbsp;°C""},",11,06,2012,"['1', '1']",[],21:50,21,21:50:00
"h:""22:50""},","h:""11&nbsp;°C""},",11,06,2012,"['1', '1']",[],22:50,22,22:50:00
"h:""23:50""},","h:""11&nbsp;°C""},",11,06,2012,"['1', '1']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Di, 12. Jun<\/span>""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],00:50,0,00:50:00
"h:""01:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],01:50,1,01:50:00
"h:""02:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],02:50,2,02:50:00
"h:""03:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],03:50,3,03:50:00
"h:""04:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],04:50,4,04:50:00
"h:""05:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],08:50,8,08:50:00
"h:""09:50""},","h:""10&nbsp;°C""},",12,06,2012,"['1', '0']",[],09:50,9,09:50:00
"h:""10:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],10:50,10,10:50:00
"h:""11:50""},","h:""12&nbsp;°C""},",12,06,2012,"['1', '2']",[],11:50,11,11:50:00
"h:""12:50""},","h:""12&nbsp;°C""},",12,06,2012,"['1', '2']",[],12:50,12,12:50:00
"h:""13:50""},","h:""13&nbsp;°C""},",12,06,2012,"['1', '3']",[],13:50,13,13:50:00
"h:""14:50""},","h:""13&nbsp;°C""},",12,06,2012,"['1', '3']",[],14:50,14,14:50:00
"h:""15:50""},","h:""13&nbsp;°C""},",12,06,2012,"['1', '3']",[],15:50,15,15:50:00
"h:""16:50""},","h:""13&nbsp;°C""},",12,06,2012,"['1', '3']",[],16:50,16,16:50:00
"h:""17:50""},","h:""13&nbsp;°C""},",12,06,2012,"['1', '3']",[],17:50,17,17:50:00
"h:""18:50""},","h:""12&nbsp;°C""},",12,06,2012,"['1', '2']",[],18:50,18,18:50:00
"h:""19:50""},","h:""12&nbsp;°C""},",12,06,2012,"['1', '2']",[],19:50,19,19:50:00
"h:""20:50""},","h:""12&nbsp;°C""},",12,06,2012,"['1', '2']",[],20:50,20,20:50:00
"h:""21:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],21:50,21,21:50:00
"h:""22:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],22:50,22,22:50:00
"h:""23:50""},","h:""11&nbsp;°C""},",12,06,2012,"['1', '1']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Mi, 13. Jun<\/span>""},","h:""11&nbsp;°C""},",13,06,2012,"['1', '1']",[],00:50,0,00:50:00
"h:""01:50""},","h:""9&nbsp;°C""},",13,06,2012,['9'],[],01:50,1,01:50:00
"h:""02:50""},","h:""8&nbsp;°C""},",13,06,2012,['8'],[],02:50,2,02:50:00
"h:""03:50""},","h:""6&nbsp;°C""},",13,06,2012,['6'],[],03:50,3,03:50:00
"h:""04:50""},","h:""5&nbsp;°C""},",13,06,2012,['5'],[],04:50,4,04:50:00
"h:""05:50""},","h:""6&nbsp;°C""},",13,06,2012,['6'],[],05:50,5,05:50:00
"h:""06:50""},","h:""9&nbsp;°C""},",13,06,2012,['9'],[],06:50,6,06:50:00
"h:""07:50""},","h:""11&nbsp;°C""},",13,06,2012,"['1', '1']",[],07:50,7,07:50:00
"h:""08:50""},","h:""13&nbsp;°C""},",13,06,2012,"['1', '3']",[],08:50,8,08:50:00
"h:""09:50""},","h:""14&nbsp;°C""},",13,06,2012,"['1', '4']",[],09:50,9,09:50:00
"h:""10:50""},","h:""16&nbsp;°C""},",13,06,2012,"['1', '6']",[],10:50,10,10:50:00
"h:""11:50""},","h:""17&nbsp;°C""},",13,06,2012,"['1', '7']",[],11:50,11,11:50:00
"h:""12:50""},","h:""16&nbsp;°C""},",13,06,2012,"['1', '6']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",13,06,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""18&nbsp;°C""},",13,06,2012,"['1', '8']",[],14:50,14,14:50:00
"h:""15:50""},","h:""19&nbsp;°C""},",13,06,2012,"['1', '9']",[],15:50,15,15:50:00
"h:""16:50""},","h:""18&nbsp;°C""},",13,06,2012,"['1', '8']",[],16:50,16,16:50:00
"h:""17:50""},","h:""16&nbsp;°C""},",13,06,2012,"['1', '6']",[],17:50,17,17:50:00
"h:""18:50""},","h:""16&nbsp;°C""},",13,06,2012,"['1', '6']",[],18:50,18,18:50:00
"h:""19:50""},","h:""15&nbsp;°C""},",13,06,2012,"['1', '5']",[],19:50,19,19:50:00
"h:""20:50""},","h:""14&nbsp;°C""},",13,06,2012,"['1', '4']",[],20:50,20,20:50:00
"h:""21:50""},","h:""13&nbsp;°C""},",13,06,2012,"['1', '3']",[],21:50,21,21:50:00
"h:""22:50""},","h:""12&nbsp;°C""},",13,06,2012,"['1', '2']",[],22:50,22,22:50:00
"h:""23:50""},","h:""10&nbsp;°C""},",13,06,2012,"['1', '0']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Do, 14. Jun<\/span>""},","h:""9&nbsp;°C""},",14,06,2012,['9'],[],00:50,0,00:50:00
"h:""01:50""},","h:""8&nbsp;°C""},",14,06,2012,['8'],[],01:50,1,01:50:00
"h:""02:50""},","h:""8&nbsp;°C""},",14,06,2012,['8'],[],02:50,2,02:50:00
"h:""03:50""},","h:""7&nbsp;°C""},",14,06,2012,['7'],[],03:50,3,03:50:00
"h:""04:50""},","h:""7&nbsp;°C""},",14,06,2012,['7'],[],04:50,4,04:50:00
"h:""05:50""},","h:""8&nbsp;°C""},",14,06,2012,['8'],[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",14,06,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""07:50""},","h:""13&nbsp;°C""},",14,06,2012,"['1', '3']",[],07:50,7,07:50:00
"h:""08:50""},","h:""15&nbsp;°C""},",14,06,2012,"['1', '5']",[],08:50,8,08:50:00
"h:""09:50""},","h:""16&nbsp;°C""},",14,06,2012,"['1', '6']",[],09:50,9,09:50:00
"h:""10:50""},","h:""17&nbsp;°C""},",14,06,2012,"['1', '7']",[],10:50,10,10:50:00
"h:""11:50""},","h:""18&nbsp;°C""},",14,06,2012,"['1', '8']",[],11:50,11,11:50:00
"h:""12:50""},","h:""18&nbsp;°C""},",14,06,2012,"['1', '8']",[],12:50,12,12:50:00
"h:""13:50""},","h:""18&nbsp;°C""},",14,06,2012,"['1', '8']",[],13:50,13,13:50:00
"h:""14:50""},","h:""19&nbsp;°C""},",14,06,2012,"['1', '9']",[],14:50,14,14:50:00
"h:""15:50""},","h:""18&nbsp;°C""},",14,06,2012,"['1', '8']",[],15:50,15,15:50:00
"h:""16:50""},","h:""17&nbsp;°C""},",14,06,2012,"['1', '7']",[],16:50,16,16:50:00
"h:""17:50""},","h:""16&nbsp;°C""},",14,06,2012,"['1', '6']",[],17:50,17,17:50:00
"h:""18:50""},","h:""14&nbsp;°C""},",14,06,2012,"['1', '4']",[],18:50,18,18:50:00
"h:""19:50""},","h:""14&nbsp;°C""},",14,06,2012,"['1', '4']",[],19:50,19,19:50:00
"h:""20:50""},","h:""13&nbsp;°C""},",14,06,2012,"['1', '3']",[],20:50,20,20:50:00
"h:""21:50""},","h:""13&nbsp;°C""},",14,06,2012,"['1', '3']",[],21:50,21,21:50:00
"h:""22:50""},","h:""13&nbsp;°C""},",14,06,2012,"['1', '3']",[],22:50,22,22:50:00
"h:""23:50""},","h:""13&nbsp;°C""},",14,06,2012,"['1', '3']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Fr, 15. Jun<\/span>""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],00:50,0,00:50:00
"h:""01:50""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],01:50,1,01:50:00
"h:""02:50""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],02:50,2,02:50:00
"h:""03:50""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],03:50,3,03:50:00
"h:""04:50""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],04:50,4,04:50:00
"h:""05:50""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],05:50,5,05:50:00
"h:""06:50""},","h:""14&nbsp;°C""},",15,06,2012,"['1', '4']",[],06:50,6,06:50:00
"h:""07:50""},","h:""14&nbsp;°C""},",15,06,2012,"['1', '4']",[],07:50,7,07:50:00
"h:""08:50""},","h:""16&nbsp;°C""},",15,06,2012,"['1', '6']",[],08:50,8,08:50:00
"h:""09:50""},","h:""16&nbsp;°C""},",15,06,2012,"['1', '6']",[],09:50,9,09:50:00
"h:""10:50""},","h:""15&nbsp;°C""},",15,06,2012,"['1', '5']",[],10:50,10,10:50:00
"h:""11:50""},","h:""15&nbsp;°C""},",15,06,2012,"['1', '5']",[],11:50,11,11:50:00
"h:""12:50""},","h:""17&nbsp;°C""},",15,06,2012,"['1', '7']",[],12:50,12,12:50:00
"h:""13:50""},","h:""18&nbsp;°C""},",15,06,2012,"['1', '8']",[],13:50,13,13:50:00
"h:""14:50""},","h:""17&nbsp;°C""},",15,06,2012,"['1', '7']",[],14:50,14,14:50:00
"h:""15:50""},","h:""18&nbsp;°C""},",15,06,2012,"['1', '8']",[],15:50,15,15:50:00
"h:""16:50""},","h:""18&nbsp;°C""},",15,06,2012,"['1', '8']",[],16:50,16,16:50:00
"h:""17:50""},","h:""17&nbsp;°C""},",15,06,2012,"['1', '7']",[],17:50,17,17:50:00
"h:""18:50""},","h:""16&nbsp;°C""},",15,06,2012,"['1', '6']",[],18:50,18,18:50:00
"h:""19:50""},","h:""15&nbsp;°C""},",15,06,2012,"['1', '5']",[],19:50,19,19:50:00
"h:""20:50""},","h:""15&nbsp;°C""},",15,06,2012,"['1', '5']",[],20:50,20,20:50:00
"h:""21:50""},","h:""14&nbsp;°C""},",15,06,2012,"['1', '4']",[],21:50,21,21:50:00
"h:""22:50""},","h:""14&nbsp;°C""},",15,06,2012,"['1', '4']",[],22:50,22,22:50:00
"h:""23:50""},","h:""13&nbsp;°C""},",15,06,2012,"['1', '3']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Sa, 16. Jun<\/span>""},","h:""12&nbsp;°C""},",16,06,2012,"['1', '2']",[],00:50,0,00:50:00
"h:""01:50""},","h:""12&nbsp;°C""},",16,06,2012,"['1', '2']",[],01:50,1,01:50:00
"h:""02:50""},","h:""12&nbsp;°C""},",16,06,2012,"['1', '2']",[],02:50,2,02:50:00
"h:""03:50""},","h:""13&nbsp;°C""},",16,06,2012,"['1', '3']",[],03:50,3,03:50:00
"h:""04:50""},","h:""13&nbsp;°C""},",16,06,2012,"['1', '3']",[],04:50,4,04:50:00
"h:""05:50""},","h:""13&nbsp;°C""},",16,06,2012,"['1', '3']",[],05:50,5,05:50:00
"h:""06:50""},","h:""14&nbsp;°C""},",16,06,2012,"['1', '4']",[],06:50,6,06:50:00
"h:""07:50""},","h:""15&nbsp;°C""},",16,06,2012,"['1', '5']",[],07:50,7,07:50:00
"h:""08:50""},","h:""16&nbsp;°C""},",16,06,2012,"['1', '6']",[],08:50,8,08:50:00
"h:""09:50""},","h:""15&nbsp;°C""},",16,06,2012,"['1', '5']",[],09:50,9,09:50:00
"h:""10:50""},","h:""15&nbsp;°C""},",16,06,2012,"['1', '5']",[],10:50,10,10:50:00
"h:""11:50""},","h:""15&nbsp;°C""},",16,06,2012,"['1', '5']",[],11:50,11,11:50:00
"h:""12:50""},","h:""17&nbsp;°C""},",16,06,2012,"['1', '7']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",16,06,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""17&nbsp;°C""},",16,06,2012,"['1', '7']",[],14:50,14,14:50:00
"h:""15:50""},","h:""17&nbsp;°C""},",16,06,2012,"['1', '7']",[],15:50,15,15:50:00
"h:""16:50""},","h:""16&nbsp;°C""},",16,06,2012,"['1', '6']",[],16:50,16,16:50:00
"h:""17:50""},","h:""15&nbsp;°C""},",16,06,2012,"['1', '5']",[],17:50,17,17:50:00
"h:""18:50""},","h:""14&nbsp;°C""},",16,06,2012,"['1', '4']",[],18:50,18,18:50:00
"h:""19:50""},","h:""15&nbsp;°C""},",16,06,2012,"['1', '5']",[],19:50,19,19:50:00
"h:""20:50""},","h:""14&nbsp;°C""},",16,06,2012,"['1', '4']",[],20:50,20,20:50:00
"h:""21:50""},","h:""14&nbsp;°C""},",16,06,2012,"['1', '4']",[],21:50,21,21:50:00
"h:""22:50""},","h:""14&nbsp;°C""},",16,06,2012,"['1', '4']",[],22:50,22,22:50:00
"h:""23:50""},","h:""14&nbsp;°C""},",16,06,2012,"['1', '4']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">So, 17. Jun<\/span>""},","h:""14&nbsp;°C""},",17,06,2012,"['1', '4']",[],00:50,0,00:50:00
"h:""01:50""},","h:""13&nbsp;°C""},",17,06,2012,"['1', '3']",[],01:50,1,01:50:00
"h:""02:50""},","h:""13&nbsp;°C""},",17,06,2012,"['1', '3']",[],02:50,2,02:50:00
"h:""03:50""},","h:""13&nbsp;°C""},",17,06,2012,"['1', '3']",[],03:50,3,03:50:00
"h:""04:50""},","h:""12&nbsp;°C""},",17,06,2012,"['1', '2']",[],04:50,4,04:50:00
"h:""05:50""},","h:""12&nbsp;°C""},",17,06,2012,"['1', '2']",[],05:50,5,05:50:00
"h:""06:50""},","h:""12&nbsp;°C""},",17,06,2012,"['1', '2']",[],06:50,6,06:50:00
"h:""07:50""},","h:""14&nbsp;°C""},",17,06,2012,"['1', '4']",[],07:50,7,07:50:00
"h:""08:50""},","h:""15&nbsp;°C""},",17,06,2012,"['1', '5']",[],08:50,8,08:50:00
"h:""09:50""},","h:""16&nbsp;°C""},",17,06,2012,"['1', '6']",[],09:50,9,09:50:00
"h:""10:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],10:50,10,10:50:00
"h:""11:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],11:50,11,11:50:00
"h:""12:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",17,06,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],14:50,14,14:50:00
"h:""15:50""},","h:""19&nbsp;°C""},",17,06,2012,"['1', '9']",[],15:50,15,15:50:00
"h:""16:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],16:50,16,16:50:00
"h:""17:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],17:50,17,17:50:00
"h:""18:50""},","h:""18&nbsp;°C""},",17,06,2012,"['1', '8']",[],18:50,18,18:50:00
"h:""19:50""},","h:""17&nbsp;°C""},",17,06,2012,"['1', '7']",[],19:50,19,19:50:00
"h:""20:50""},","h:""16&nbsp;°C""},",17,06,2012,"['1', '6']",[],20:50,20,20:50:00
"h:""21:50""},","h:""15&nbsp;°C""},",17,06,2012,"['1', '5']",[],21:50,21,21:50:00
"h:""22:50""},","h:""13&nbsp;°C""},",17,06,2012,"['1', '3']",[],22:50,22,22:50:00
"h:""23:50""},","h:""13&nbsp;°C""},",17,06,2012,"['1', '3']",[],23:50,23,23:50:00
"h:""00:50<br><span class=\""smaller soft\"">Mo, 18. Jun<\/span>""},","h:""12&nbsp;°C""},",18,06,2012,"['1', '2']",[],00:50,0,00:50:00
"h:""01:50""},","h:""12&nbsp;°C""},",18,06,2012,"['1', '2']",[],01:50,1,01:50:00
"h:""02:50""},","h:""12&nbsp;°C""},",18,06,2012,"['1', '2']",[],02:50,2,02:50:00
"h:""03:50""},","h:""12&nbsp;°C""},",18,06,2012,"['1', '2']",[],03:50,3,03:50:00
"h:""04:50""},","h:""11&nbsp;°C""},",18,06,2012,"['1', '1']",[],04:50,4,04:50:00
"h:""05:50""},","h:""11&nbsp;°C""},",18,06,2012,"['1', '1']",[],05:50,5,05:50:00
"h:""06:50""},","h:""11&nbsp;°C""},",18,06,2012,"['1', '1']",[],06:50,6,06:50:00
"h:""08:00""},","h:""12&nbsp;°C""},",18,06,2012,"['1', '2']",[],08:00,8,08:00:00
"h:""08:50""},","h:""13&nbsp;°C""},",18,06,2012,"['1', '3']",[],08:50,8,08:50:00
"h:""09:50""},","h:""13&nbsp;°C""},",18,06,2012,"['1', '3']",[],09:50,9,09:50:00
"h:""10:50""},","h:""15&nbsp;°C""},",18,06,2012,"['1', '5']",[],10:50,10,10:50:00
"h:""11:50""},","h:""15&nbsp;°C""},",18,06,2012,"['1', '5']",[],11:50,11,11:50:00
"h:""12:50""},","h:""16&nbsp;°C""},",18,06,2012,"['1', '6']",[],12:50,12,12:50:00
"h:""13:50""},","h:""17&nbsp;°C""},",18,06,2012,"['1', '7']",[],13:50,13,13:50:00
"h:""14:50""},","h:""18&nbsp;°C""},",18,06,2012,"['1', '8']",[],14:50,14,14:50:00
"h:""15:50""},","h:""19&nbsp;°C""},",18,06,2012,"['1', '9']",[],15:50,15,15:50:00
