Giorno,Mese,Anno,GradoFix,OraFix3,OraFix5
9,7,2012,"['1', '6']",20,21:00:00
9,7,2012,"['1', '6']",21,22:00:00
9,7,2012,"['1', '5']",22,23:00:00
9,7,2012,"['1', '5']",23,00:00:00
10,7,2012,"['1', '5']",0,01:00:00
10,7,2012,"['1', '4']",1,02:00:00
10,7,2012,"['1', '4']",2,03:00:00
10,7,2012,"['1', '4']",3,04:00:00
10,7,2012,"['1', '4']",4,05:00:00
10,7,2012,"['1', '3']",5,06:00:00
10,7,2012,"['1', '4']",6,07:00:00
10,7,2012,"['1', '4']",7,08:00:00
10,7,2012,"['1', '4']",8,09:00:00
10,7,2012,"['1', '5']",9,10:00:00
10,7,2012,"['1', '5']",10,11:00:00
10,7,2012,"['1', '8']",11,12:00:00
10,7,2012,"['1', '7']",12,13:00:00
10,7,2012,"['1', '7']",13,14:00:00
10,7,2012,"['1', '6']",14,15:00:00
10,7,2012,"['1', '9']",15,16:00:00
10,7,2012,"['1', '6']",16,16:19:00
10,7,2012,"['1', '5']",16,17:00:00
10,7,2012,"['1', '8']",17,18:00:00
10,7,2012,"['1', '6']",18,19:00:00
10,7,2012,"['1', '5']",19,20:04:00
10,7,2012,"['1', '5']",20,21:00:00
10,7,2012,"['1', '4']",21,22:00:00
10,7,2012,"['1', '3']",22,23:00:00
10,7,2012,"['1', '2']",23,00:00:00
11,7,2012,"['1', '2']",0,01:00:00
11,7,2012,"['1', '2']",1,02:00:00
11,7,2012,"['1', '2']",2,03:00:00
11,7,2012,"['1', '2']",3,04:00:00
11,7,2012,"['1', '2']",4,05:00:00
11,7,2012,"['1', '2']",5,06:00:00
11,7,2012,"['1', '3']",6,07:00:00
11,7,2012,"['1', '4']",7,08:00:00
11,7,2012,"['1', '6']",8,09:00:00
11,7,2012,"['1', '6']",9,10:00:00
11,7,2012,"['1', '7']",10,11:00:00
11,7,2012,"['1', '7']",11,12:00:00
11,7,2012,"['1', '9']",12,13:00:00
11,7,2012,"['1', '7']",13,14:00:00
11,7,2012,"['1', '9']",14,15:00:00
11,7,2012,"['1', '8']",15,16:00:00
11,7,2012,"['1', '9']",16,17:00:00
11,7,2012,"['1', '8']",17,18:00:00
11,7,2012,"['1', '4']",18,19:00:00
11,7,2012,"['1', '5']",19,20:00:00
11,7,2012,"['1', '4']",20,21:00:00
11,7,2012,"['1', '4']",21,22:00:00
11,7,2012,"['1', '4']",22,23:00:00
11,7,2012,"['1', '3']",23,00:00:00
12,7,2012,"['1', '2']",0,01:00:00
12,7,2012,"['1', '1']",1,02:00:00
12,7,2012,"['1', '1']",2,03:00:00
12,7,2012,"['1', '0']",3,04:00:00
12,7,2012,"['1', '0']",4,05:00:00
12,7,2012,"['1', '0']",5,06:00:00
12,7,2012,"['1', '1']",6,07:00:00
12,7,2012,"['1', '2']",7,08:00:00
12,7,2012,"['1', '4']",8,09:00:00
12,7,2012,"['1', '5']",9,10:00:00
12,7,2012,"['1', '7']",10,11:00:00
12,7,2012,"['1', '7']",11,12:00:00
12,7,2012,"['1', '9']",12,13:00:00
12,7,2012,"['1', '8']",14,15:00:00
12,7,2012,"['1', '7']",15,16:00:00
12,7,2012,"['1', '3']",16,17:00:00
12,7,2012,"['1', '3']",17,18:00:00
12,7,2012,"['1', '3']",18,19:00:00
12,7,2012,"['1', '3']",19,20:00:00
12,7,2012,"['1', '3']",20,21:00:00
12,7,2012,"['1', '4']",21,21:16:00
12,7,2012,"['1', '4']",21,22:00:00
12,7,2012,"['1', '4']",22,23:00:00
12,7,2012,"['1', '4']",23,00:00:00
13,7,2012,"['1', '4']",0,01:00:00
13,7,2012,"['1', '4']",1,02:00:00
13,7,2012,"['1', '4']",2,03:00:00
13,7,2012,"['1', '4']",3,04:00:00
13,7,2012,"['1', '4']",4,05:00:00
13,7,2012,"['1', '4']",5,06:00:00
13,7,2012,"['1', '4']",6,07:00:00
13,7,2012,"['1', '5']",8,08:15:00
13,7,2012,"['1', '6']",8,09:00:00
13,7,2012,"['1', '7']",9,10:00:00
13,7,2012,"['1', '8']",10,11:00:00
13,7,2012,"['1', '7']",11,12:00:00
13,7,2012,"['1', '9']",13,14:00:00
13,7,2012,"['1', '8']",14,15:00:00
13,7,2012,"['1', '7']",16,16:14:00
13,7,2012,"['1', '6']",16,17:00:00
13,7,2012,"['1', '6']",17,18:00:00
13,7,2012,"['1', '7']",18,19:00:00
13,7,2012,"['1', '5']",19,20:00:00
13,7,2012,"['1', '5']",20,21:00:00
13,7,2012,"['1', '4']",21,22:00:00
13,7,2012,"['1', '4']",22,23:00:00
13,7,2012,"['1', '4']",23,00:00:00
14,7,2012,"['1', '4']",0,01:00:00
14,7,2012,"['1', '4']",1,02:00:00
14,7,2012,"['1', '4']",2,03:00:00
14,7,2012,"['1', '4']",3,04:00:00
14,7,2012,"['1', '4']",4,05:00:00
14,7,2012,"['1', '3']",5,06:00:00
14,7,2012,"['1', '3']",6,07:00:00
14,7,2012,"['1', '5']",7,08:00:00
14,7,2012,"['1', '4']",8,09:00:00
14,7,2012,"['1', '4']",9,10:00:00
14,7,2012,"['1', '4']",10,11:00:00
14,7,2012,"['1', '5']",11,12:00:00
14,7,2012,"['1', '5']",12,13:00:00
14,7,2012,"['1', '5']",13,14:00:00
14,7,2012,"['1', '5']",14,15:00:00
14,7,2012,"['1', '4']",15,16:00:00
14,7,2012,"['1', '5']",16,17:00:00
14,7,2012,"['1', '6']",17,18:00:00
14,7,2012,"['1', '6']",18,19:00:00
14,7,2012,"['1', '6']",19,20:00:00
14,7,2012,"['1', '4']",20,21:00:00
14,7,2012,"['1', '3']",21,22:00:00
14,7,2012,"['1', '3']",22,23:00:00
14,7,2012,"['1', '3']",23,00:00:00
15,7,2012,"['1', '3']",0,01:00:00
15,7,2012,"['1', '3']",1,02:00:00
15,7,2012,"['1', '3']",2,03:00:00
15,7,2012,"['1', '2']",3,04:00:00
15,7,2012,"['1', '2']",4,05:00:00
15,7,2012,"['1', '2']",5,06:00:00
15,7,2012,"['1', '2']",6,07:00:00
15,7,2012,"['1', '3']",7,08:00:00
15,7,2012,"['1', '4']",8,09:00:00
15,7,2012,"['1', '5']",9,10:00:00
15,7,2012,"['1', '6']",10,11:00:00
15,7,2012,"['1', '5']",11,12:00:00
15,7,2012,"['1', '6']",12,13:00:00
15,7,2012,"['1', '6']",13,14:00:00
15,7,2012,"['1', '7']",14,15:00:00
15,7,2012,"['1', '8']",15,16:00:00
15,7,2012,"['1', '8']",16,17:00:00
15,7,2012,"['1', '7']",17,18:00:00
15,7,2012,"['1', '7']",18,19:00:00
15,7,2012,"['1', '7']",19,20:00:00
15,7,2012,"['1', '5']",20,21:00:00
15,7,2012,"['1', '4']",21,22:00:00
15,7,2012,"['1', '3']",22,23:00:00
15,7,2012,"['1', '3']",23,00:00:00
16,7,2012,"['1', '3']",0,01:00:00
16,7,2012,"['1', '3']",1,02:00:00
16,7,2012,"['1', '3']",2,03:00:00
16,7,2012,"['1', '3']",3,04:00:00
16,7,2012,"['1', '3']",4,05:00:00
16,7,2012,"['1', '3']",5,06:00:00
16,7,2012,"['1', '4']",6,07:00:00
16,7,2012,"['1', '5']",7,08:00:00
16,7,2012,"['1', '6']",8,09:00:00
16,7,2012,"['1', '6']",9,10:00:00
16,7,2012,"['1', '6']",10,11:00:00
16,7,2012,"['1', '5']",11,12:00:00
16,7,2012,"['1', '5']",12,13:00:00
16,7,2012,"['1', '5']",13,13:15:00
16,7,2012,"['1', '6']",13,14:00:00
16,7,2012,"['1', '6']",14,15:00:00
16,7,2012,"['1', '6']",15,16:00:00
16,7,2012,"['1', '7']",16,17:00:00
16,7,2012,"['1', '6']",17,17:15:00
16,7,2012,"['1', '7']",17,18:00:00
16,7,2012,"['1', '7']",18,19:00:00
16,7,2012,"['1', '7']",19,20:00:00
16,7,2012,"['1', '7']",20,21:00:00
16,7,2012,"['1', '6']",21,22:00:00
16,7,2012,"['1', '6']",22,23:00:00
16,7,2012,"['1', '5']",23,00:00:00
17,7,2012,"['1', '5']",0,01:00:00
17,7,2012,"['1', '5']",1,02:00:00
17,7,2012,"['1', '4']",2,03:00:00
17,7,2012,"['1', '4']",3,04:00:00
17,7,2012,"['1', '3']",4,05:00:00
17,7,2012,"['1', '4']",5,06:00:00
17,7,2012,"['1', '5']",6,07:00:00
17,7,2012,"['1', '6']",7,08:00:00
17,7,2012,"['1', '7']",8,09:00:00
17,7,2012,"['1', '8']",9,10:00:00
17,7,2012,"['1', '9']",10,11:00:00
17,7,2012,"['2', '0']",11,12:00:00
17,7,2012,"['2', '0']",12,13:00:00
17,7,2012,"['2', '1']",13,14:00:00
17,7,2012,"['2', '2']",14,15:00:00
17,7,2012,"['2', '4']",15,16:00:00
17,7,2012,"['2', '3']",16,17:00:00
17,7,2012,"['2', '2']",17,18:00:00
17,7,2012,"['2', '2']",18,19:00:00
17,7,2012,"['2', '1']",19,20:00:00
17,7,2012,"['2', '0']",20,21:00:00
17,7,2012,"['2', '0']",21,22:00:00
17,7,2012,"['1', '8']",22,23:00:00
17,7,2012,"['1', '8']",23,00:00:00
18,7,2012,"['1', '7']",0,01:00:00
18,7,2012,"['1', '6']",1,02:00:00
18,7,2012,"['1', '6']",2,03:00:00
18,7,2012,"['1', '5']",3,04:00:00
18,7,2012,"['1', '5']",4,05:00:00
18,7,2012,"['1', '4']",5,06:00:00
18,7,2012,"['1', '5']",6,07:00:00
18,7,2012,"['1', '6']",7,08:00:00
18,7,2012,"['1', '6']",8,09:00:00
18,7,2012,"['1', '7']",9,10:00:00
18,7,2012,"['1', '6']",10,11:00:00
18,7,2012,"['1', '6']",11,12:00:00
18,7,2012,"['1', '7']",12,13:00:00
18,7,2012,"['1', '8']",13,14:00:00
18,7,2012,"['1', '8']",14,15:00:00
18,7,2012,"['1', '8']",15,16:00:00
18,7,2012,"['1', '7']",16,17:00:00
18,7,2012,"['1', '8']",17,18:00:00
18,7,2012,"['1', '7']",18,19:00:00
18,7,2012,"['1', '7']",19,20:00:00
18,7,2012,"['1', '7']",20,21:00:00
18,7,2012,"['1', '6']",21,22:00:00
18,7,2012,"['1', '5']",22,23:00:00
18,7,2012,"['1', '5']",23,00:00:00
19,7,2012,"['1', '5']",0,01:00:00
19,7,2012,"['1', '4']",1,02:00:00
19,7,2012,"['1', '4']",2,03:00:00
19,7,2012,"['1', '4']",3,04:00:00
19,7,2012,"['1', '3']",4,05:00:00
19,7,2012,"['1', '3']",5,06:00:00
19,7,2012,"['1', '4']",6,07:00:00
19,7,2012,"['1', '6']",7,08:00:00
19,7,2012,"['1', '6']",8,09:00:00
19,7,2012,"['1', '7']",9,10:00:00
19,7,2012,"['1', '7']",10,11:00:00
19,7,2012,"['1', '7']",11,12:00:00
19,7,2012,"['1', '8']",12,13:00:00
19,7,2012,"['1', '9']",13,14:00:00
19,7,2012,"['1', '9']",14,15:00:00
19,7,2012,"['2', '0']",15,16:00:00
19,7,2012,"['2', '0']",16,17:00:00
19,7,2012,"['1', '9']",17,18:00:00
19,7,2012,"['1', '9']",18,19:00:00
19,7,2012,"['1', '8']",19,20:00:00
19,7,2012,"['1', '8']",20,21:00:00
19,7,2012,"['1', '7']",21,22:00:00
19,7,2012,"['1', '6']",22,23:00:00
19,7,2012,"['1', '5']",23,00:00:00
20,7,2012,"['1', '4']",0,01:00:00
20,7,2012,"['1', '3']",1,02:00:00
20,7,2012,"['1', '2']",2,03:00:00
20,7,2012,"['1', '2']",3,04:00:00
20,7,2012,"['1', '2']",4,05:00:00
20,7,2012,"['1', '3']",5,06:00:00
20,7,2012,"['1', '3']",6,07:00:00
20,7,2012,"['1', '4']",7,08:00:00
20,7,2012,"['1', '4']",8,09:00:00
20,7,2012,"['1', '5']",9,10:00:00
20,7,2012,"['1', '6']",10,11:00:00
20,7,2012,"['1', '6']",11,12:00:00
20,7,2012,"['1', '6']",12,13:00:00
20,7,2012,"['1', '7']",13,14:00:00
20,7,2012,"['1', '8']",14,15:00:00
20,7,2012,"['1', '5']",15,16:00:00
20,7,2012,"['1', '6']",16,17:00:00
20,7,2012,"['1', '7']",17,18:00:00
20,7,2012,"['1', '6']",18,19:00:00
20,7,2012,"['1', '6']",19,20:00:00
20,7,2012,"['1', '5']",20,21:00:00
20,7,2012,"['1', '4']",21,22:00:00
20,7,2012,"['1', '4']",22,23:00:00
20,7,2012,"['1', '3']",23,00:00:00
21,7,2012,"['1', '3']",0,01:00:00
21,7,2012,"['1', '3']",1,02:00:00
21,7,2012,"['1', '2']",2,03:00:00
21,7,2012,"['1', '2']",3,04:00:00
21,7,2012,"['1', '2']",4,05:00:00
21,7,2012,"['1', '1']",5,06:00:00
21,7,2012,"['1', '2']",6,07:00:00
21,7,2012,"['1', '3']",7,08:00:00
21,7,2012,"['1', '5']",8,09:00:00
21,7,2012,"['1', '5']",9,10:00:00
21,7,2012,"['1', '6']",10,11:00:00
21,7,2012,"['1', '7']",11,12:00:00
21,7,2012,"['1', '8']",12,13:00:00
21,7,2012,"['1', '9']",13,14:00:00
21,7,2012,"['1', '8']",14,15:00:00
21,7,2012,"['1', '9']",15,16:00:00
21,7,2012,"['2', '0']",16,17:00:00
21,7,2012,"['2', '0']",17,18:00:00
21,7,2012,"['2', '0']",18,19:00:00
21,7,2012,"['1', '9']",19,20:00:00
21,7,2012,"['1', '8']",20,21:00:00
21,7,2012,"['1', '6']",21,22:00:00
21,7,2012,"['1', '5']",22,23:00:00
21,7,2012,"['1', '4']",23,00:00:00
22,7,2012,"['1', '4']",0,01:00:00
22,7,2012,"['1', '3']",1,02:00:00
22,7,2012,"['1', '3']",2,03:00:00
22,7,2012,"['1', '2']",3,04:00:00
22,7,2012,"['1', '2']",4,05:00:00
22,7,2012,"['1', '2']",5,06:00:00
22,7,2012,"['1', '4']",6,07:00:00
22,7,2012,"['1', '6']",7,08:00:00
22,7,2012,"['1', '7']",8,09:00:00
22,7,2012,"['1', '9']",9,10:00:00
22,7,2012,"['2', '0']",10,11:00:00
22,7,2012,"['2', '1']",11,12:00:00
22,7,2012,"['2', '2']",12,13:00:00
22,7,2012,"['2', '2']",13,14:00:00
22,7,2012,"['2', '3']",14,15:00:00
22,7,2012,"['2', '4']",15,16:00:00
22,7,2012,"['2', '3']",16,17:00:00
22,7,2012,"['2', '3']",17,18:00:00
22,7,2012,"['2', '2']",18,19:00:00
22,7,2012,"['2', '1']",19,20:00:00
22,7,2012,"['1', '9']",20,21:00:00
22,7,2012,"['1', '8']",21,22:00:00
22,7,2012,"['1', '6']",22,23:00:00
22,7,2012,"['1', '5']",23,00:00:00
23,7,2012,"['1', '4']",0,01:00:00
23,7,2012,"['1', '4']",1,02:00:00
23,7,2012,"['1', '2']",2,03:00:00
23,7,2012,"['1', '1']",3,04:00:00
23,7,2012,"['1', '2']",4,05:00:00
23,7,2012,"['1', '2']",5,06:00:00
23,7,2012,"['1', '4']",6,07:00:00
23,7,2012,"['1', '6']",7,08:00:00
23,7,2012,"['1', '8']",8,09:00:00
23,7,2012,"['2', '0']",9,10:00:00
23,7,2012,"['2', '3']",10,11:00:00
23,7,2012,"['2', '4']",11,12:00:00
23,7,2012,"['2', '5']",12,13:00:00
23,7,2012,"['2', '7']",13,14:00:00
23,7,2012,"['2', '7']",14,15:00:00
23,7,2012,"['2', '7']",15,16:00:00
23,7,2012,"['2', '8']",16,17:00:00
23,7,2012,"['2', '7']",17,18:00:00
23,7,2012,"['2', '6']",18,19:00:00
23,7,2012,"['2', '4']",19,20:00:00
23,7,2012,"['2', '3']",20,21:00:00
23,7,2012,"['2', '1']",21,22:00:00
23,7,2012,"['1', '9']",22,23:00:00
23,7,2012,"['1', '8']",23,00:00:00
24,7,2012,"['1', '7']",0,01:00:00
24,7,2012,"['1', '5']",1,02:00:00
24,7,2012,"['1', '4']",2,03:00:00
24,7,2012,"['1', '4']",3,04:00:00
24,7,2012,"['1', '3']",4,05:00:00
24,7,2012,"['1', '3']",5,06:00:00
24,7,2012,"['1', '5']",6,07:00:00
24,7,2012,"['1', '7']",7,08:00:00
24,7,2012,"['2', '0']",8,09:00:00
24,7,2012,"['2', '3']",9,10:00:00
24,7,2012,"['2', '5']",10,11:00:00
24,7,2012,"['2', '6']",11,12:00:00
24,7,2012,"['2', '7']",12,13:00:00
24,7,2012,"['2', '8']",13,14:00:00
24,7,2012,"['2', '8']",14,15:00:00
24,7,2012,"['2', '9']",15,16:00:00
24,7,2012,"['2', '9']",16,17:00:00
24,7,2012,"['2', '9']",17,18:00:00
24,7,2012,"['2', '9']",18,19:00:00
24,7,2012,"['2', '8']",19,20:00:00
24,7,2012,"['2', '4']",20,21:00:00
24,7,2012,"['2', '2']",21,22:00:00
24,7,2012,"['2', '1']",22,23:00:00
24,7,2012,"['2', '0']",23,00:00:00
25,7,2012,"['2', '0']",0,01:00:00
25,7,2012,"['1', '8']",1,02:00:00
25,7,2012,"['1', '7']",2,03:00:00
25,7,2012,"['1', '6']",3,04:00:00
25,7,2012,"['1', '5']",4,05:00:00
25,7,2012,"['1', '5']",5,06:00:00
25,7,2012,"['1', '6']",6,07:00:00
25,7,2012,"['1', '8']",7,08:00:00
25,7,2012,"['2', '1']",8,09:00:00
25,7,2012,"['2', '3']",9,10:00:00
25,7,2012,"['2', '6']",10,11:00:00
25,7,2012,"['2', '7']",11,12:00:00
25,7,2012,"['2', '8']",12,13:00:00
25,7,2012,"['2', '8']",13,14:00:00
25,7,2012,"['2', '9']",14,15:00:00
25,7,2012,"['2', '8']",15,16:00:00
25,7,2012,"['2', '8']",16,17:00:00
25,7,2012,"['2', '9']",17,18:00:00
25,7,2012,"['2', '8']",18,19:00:00
25,7,2012,"['2', '6']",19,20:00:00
25,7,2012,"['2', '4']",20,21:00:00
25,7,2012,"['2', '2']",21,22:00:00
25,7,2012,"['2', '1']",22,23:00:00
25,7,2012,"['2', '0']",23,00:00:00
26,7,2012,"['1', '9']",0,01:00:00
26,7,2012,"['1', '9']",1,02:00:00
26,7,2012,"['1', '8']",2,03:00:00
26,7,2012,"['1', '7']",3,04:00:00
26,7,2012,"['1', '6']",4,05:00:00
26,7,2012,"['1', '6']",5,06:00:00
26,7,2012,"['1', '6']",6,07:00:00
26,7,2012,"['1', '7']",7,08:00:00
26,7,2012,"['2', '0']",8,09:00:00
26,7,2012,"['2', '2']",9,10:00:00
26,7,2012,"['2', '3']",10,11:00:00
26,7,2012,"['2', '5']",11,12:00:00
26,7,2012,"['2', '6']",12,13:00:00
26,7,2012,"['2', '7']",13,14:00:00
26,7,2012,"['2', '7']",14,15:00:00
26,7,2012,"['2', '7']",15,16:00:00
26,7,2012,"['2', '7']",16,17:00:00
26,7,2012,"['2', '7']",17,18:00:00
26,7,2012,"['2', '6']",18,19:00:00
26,7,2012,"['2', '4']",19,20:00:00
26,7,2012,"['2', '2']",20,21:00:00
26,7,2012,"['2', '0']",21,22:00:00
26,7,2012,"['1', '9']",22,23:00:00
26,7,2012,"['1', '8']",23,00:00:00
27,7,2012,"['1', '7']",0,01:00:00
27,7,2012,"['1', '7']",1,02:00:00
27,7,2012,"['1', '6']",2,03:00:00
27,7,2012,"['1', '5']",3,04:00:00
27,7,2012,"['1', '5']",4,05:00:00
27,7,2012,"['1', '6']",5,06:00:00
27,7,2012,"['1', '6']",6,07:00:00
27,7,2012,"['1', '8']",7,08:00:00
27,7,2012,"['1', '9']",8,09:00:00
27,7,2012,"['2', '0']",9,10:00:00
27,7,2012,"['2', '0']",10,11:00:00
27,7,2012,"['2', '1']",11,12:00:00
27,7,2012,"['2', '1']",12,13:00:00
27,7,2012,"['2', '2']",13,14:00:00
27,7,2012,"['2', '3']",14,15:00:00
27,7,2012,"['2', '4']",15,16:00:00
27,7,2012,"['2', '4']",16,17:00:00
27,7,2012,"['2', '3']",17,18:00:00
27,7,2012,"['2', '3']",18,19:00:00
27,7,2012,"['2', '3']",19,20:00:00
27,7,2012,"['2', '2']",20,21:00:00
27,7,2012,"['2', '0']",21,22:00:00
27,7,2012,"['1', '8']",22,23:00:00
27,7,2012,"['1', '7']",23,00:00:00
28,7,2012,"['1', '6']",0,01:00:00
28,7,2012,"['1', '5']",1,02:00:00
28,7,2012,"['1', '5']",2,03:00:00
28,7,2012,"['1', '5']",3,04:00:00
28,7,2012,"['1', '5']",4,05:00:00
28,7,2012,"['1', '5']",5,06:00:00
28,7,2012,"['1', '4']",6,07:00:00
28,7,2012,"['1', '5']",7,08:00:00
28,7,2012,"['1', '5']",8,09:00:00
28,7,2012,"['1', '7']",9,10:00:00
28,7,2012,"['1', '8']",10,11:00:00
28,7,2012,"['1', '9']",11,12:00:00
28,7,2012,"['1', '9']",12,13:00:00
28,7,2012,"['2', '1']",13,14:00:00
28,7,2012,"['2', '0']",14,15:00:00
28,7,2012,"['2', '0']",15,16:00:00
28,7,2012,"['2', '0']",16,17:00:00
28,7,2012,"['2', '0']",17,18:00:00
28,7,2012,"['1', '9']",18,19:00:00
28,7,2012,"['1', '8']",19,20:00:00
28,7,2012,"['1', '7']",20,21:00:00
28,7,2012,"['1', '5']",21,22:00:00
28,7,2012,"['1', '4']",22,23:00:00
28,7,2012,"['1', '3']",23,00:00:00
29,7,2012,"['1', '2']",0,01:00:00
29,7,2012,"['1', '1']",1,02:00:00
29,7,2012,"['1', '2']",2,03:00:00
29,7,2012,"['1', '1']",3,04:00:00
29,7,2012,"['1', '0']",4,05:00:00
29,7,2012,"['1', '0']",5,06:00:00
29,7,2012,"['1', '1']",6,07:00:00
29,7,2012,"['1', '3']",7,08:00:00
29,7,2012,"['1', '5']",8,09:00:00
29,7,2012,"['1', '7']",9,10:00:00
29,7,2012,"['1', '8']",10,11:00:00
29,7,2012,"['1', '5']",11,12:00:00
29,7,2012,"['1', '7']",12,13:00:00
29,7,2012,"['1', '6']",13,13:13:00
29,7,2012,"['1', '8']",13,14:00:00
29,7,2012,"['1', '3']",14,15:00:00
29,7,2012,"['1', '7']",15,16:00:00
29,7,2012,"['1', '6']",16,17:00:00
29,7,2012,"['1', '6']",17,17:17:00
29,7,2012,"['1', '4']",17,18:00:00
29,7,2012,"['1', '6']",18,19:00:00
29,7,2012,"['1', '5']",19,20:00:00
29,7,2012,"['1', '4']",20,21:00:00
29,7,2012,"['1', '3']",21,22:00:00
29,7,2012,"['1', '2']",22,23:00:00
29,7,2012,"['1', '1']",23,00:00:00
30,7,2012,"['1', '1']",0,01:00:00
30,7,2012,"['1', '0']",1,02:00:00
30,7,2012,"['1', '0']",2,03:00:00
30,7,2012,"['1', '0']",3,04:00:00
30,7,2012,['9'],4,05:00:00
30,7,2012,['9'],5,06:00:00
30,7,2012,"['1', '0']",6,07:00:00
30,7,2012,"['1', '3']",7,08:00:00
30,7,2012,"['1', '5']",8,09:00:00
30,7,2012,"['1', '6']",9,10:00:00
30,7,2012,"['1', '6']",10,11:00:00
30,7,2012,"['1', '7']",11,12:00:00
30,7,2012,"['1', '8']",12,13:00:00
30,7,2012,"['1', '7']",13,14:00:00
30,7,2012,"['1', '9']",14,15:00:00
30,7,2012,"['1', '9']",15,16:00:00
30,7,2012,"['2', '0']",16,17:00:00
30,7,2012,"['1', '9']",17,18:00:00
30,7,2012,"['1', '8']",18,19:00:00
30,7,2012,"['1', '7']",19,20:00:00
30,7,2012,"['1', '6']",20,21:00:00
30,7,2012,"['1', '5']",21,22:00:00
30,7,2012,"['1', '5']",22,23:00:00
30,7,2012,"['1', '4']",23,00:00:00
31,7,2012,"['1', '3']",0,01:00:00
31,7,2012,"['1', '2']",1,02:00:00
31,7,2012,"['1', '2']",2,03:00:00
31,7,2012,"['1', '1']",3,04:00:00
31,7,2012,"['1', '1']",4,05:00:00
31,7,2012,"['1', '1']",5,06:00:00
31,7,2012,"['1', '1']",6,07:00:00
31,7,2012,"['1', '2']",7,08:00:00
31,7,2012,"['1', '4']",8,09:00:00
31,7,2012,"['1', '5']",9,10:00:00
31,7,2012,"['1', '7']",10,11:00:00
31,7,2012,"['1', '7']",11,12:00:00
31,7,2012,"['1', '8']",12,13:00:00
31,7,2012,"['1', '8']",13,14:00:00
31,7,2012,"['1', '9']",14,15:00:00
31,7,2012,"['2', '0']",15,16:00:00
31,7,2012,"['2', '0']",16,17:00:00
31,7,2012,"['2', '0']",17,18:00:00
31,7,2012,"['2', '0']",18,19:00:00
31,7,2012,"['1', '9']",19,20:00:00
31,7,2012,"['1', '7']",20,21:00:00
31,7,2012,"['1', '7']",21,22:00:00
31,7,2012,"['1', '6']",22,23:00:00
31,7,2012,"['1', '5']",23,00:00:00
1,8,2012,"['1', '5']",0,01:00:00
1,8,2012,"['1', '4']",1,02:00:00
1,8,2012,"['1', '5']",2,03:00:00
1,8,2012,"['1', '4']",3,04:00:00
1,8,2012,"['1', '4']",4,05:00:00
1,8,2012,"['1', '4']",5,06:00:00
1,8,2012,"['1', '5']",6,07:00:00
1,8,2012,"['1', '6']",7,08:00:00
1,8,2012,"['1', '8']",8,09:00:00
1,8,2012,"['1', '9']",9,10:00:00
1,8,2012,"['2', '0']",10,11:00:00
1,8,2012,"['2', '0']",11,12:00:00
1,8,2012,"['2', '0']",12,13:00:00
1,8,2012,"['2', '1']",13,14:00:00
1,8,2012,"['2', '2']",14,15:00:00
1,8,2012,"['2', '3']",15,16:00:00
1,8,2012,"['2', '2']",16,17:00:00
1,8,2012,"['2', '2']",17,18:00:00
1,8,2012,"['2', '0']",18,19:00:00
1,8,2012,"['1', '9']",19,20:00:00
1,8,2012,"['1', '8']",20,21:00:00
1,8,2012,"['1', '7']",21,22:00:00
1,8,2012,"['1', '6']",22,23:00:00
1,8,2012,"['1', '6']",23,00:00:00
2,8,2012,"['1', '6']",0,01:00:00
2,8,2012,"['1', '6']",1,02:00:00
2,8,2012,"['1', '5']",2,03:00:00
2,8,2012,"['1', '5']",3,04:00:00
2,8,2012,"['1', '5']",4,05:00:00
2,8,2012,"['1', '5']",5,06:00:00
2,8,2012,"['1', '5']",6,07:00:00
2,8,2012,"['1', '6']",7,08:00:00
2,8,2012,"['1', '7']",8,09:00:00
2,8,2012,"['1', '8']",9,10:00:00
2,8,2012,"['1', '9']",10,11:00:00
2,8,2012,"['2', '0']",11,12:00:00
2,8,2012,"['2', '0']",12,13:00:00
2,8,2012,"['1', '9']",13,14:00:00
2,8,2012,"['2', '1']",14,15:00:00
2,8,2012,"['2', '2']",15,16:00:00
2,8,2012,"['2', '0']",16,17:00:00
2,8,2012,"['2', '1']",17,18:00:00
2,8,2012,"['2', '0']",18,19:00:00
2,8,2012,"['1', '8']",19,20:00:00
2,8,2012,"['1', '8']",20,21:00:00
2,8,2012,"['1', '7']",21,22:00:00
2,8,2012,"['1', '6']",22,23:00:00
2,8,2012,"['1', '5']",23,00:00:00
3,8,2012,"['1', '4']",0,01:00:00
3,8,2012,"['1', '4']",1,02:00:00
3,8,2012,"['1', '3']",2,03:00:00
3,8,2012,"['1', '3']",3,04:00:00
3,8,2012,"['1', '2']",4,05:00:00
3,8,2012,"['1', '2']",5,06:00:00
3,8,2012,"['1', '3']",6,07:00:00
3,8,2012,"['1', '6']",7,08:06:00
3,8,2012,"['1', '7']",8,09:00:00
3,8,2012,"['1', '9']",9,10:00:00
3,8,2012,"['2', '0']",10,11:00:00
3,8,2012,"['2', '0']",11,12:00:00
3,8,2012,"['2', '0']",12,13:00:00
3,8,2012,"['2', '1']",13,14:00:00
3,8,2012,"['2', '3']",14,15:00:00
3,8,2012,"['2', '2']",15,16:00:00
3,8,2012,"['2', '1']",16,17:00:00
3,8,2012,"['2', '1']",17,18:00:00
3,8,2012,"['2', '0']",18,19:00:00
3,8,2012,"['1', '9']",19,20:00:00
3,8,2012,"['1', '8']",20,21:00:00
3,8,2012,"['1', '6']",21,22:00:00
3,8,2012,"['1', '5']",22,23:00:00
